"pathway","pval","padj","log2err","ES","NES","size","Category"
"NERVOUS_SYSTEM_PROCESS",1.61613561816191e-08,9.92756526794725e-05,0.73376198835648,0.466904275774599,1.9319741401041,286,"BP"
"SENSORY_PERCEPTION",2.73148033235583e-08,9.92756526794725e-05,0.73376198835648,0.570225988512164,2.14164801688178,128,"BP"
"HEAD_DEVELOPMENT",4.17969565367583e-08,0.000101274025688565,0.719512826338911,0.453847572376105,1.88184883171618,289,"BP"
"CILIUM",1.94029222518458e-07,0.00018626805361772,0.690132458796796,0.435022805016259,1.84576427936342,305,"CC"
"LOCOMOTION",1.27212375761e-07,0.000231176689851678,0.690132458796796,0.377294953118134,1.67637544499048,553,"BP"
"CHEMICAL_HOMEOSTASIS",1.9197585446091e-07,0.000279094497215271,0.690132458796796,0.426751160029911,1.80469706797333,332,"BP"
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT",3.5418761245195e-07,0.000429098292485538,0.674962860011025,0.421802344339986,1.79057726949004,350,"BP"
"TISSUE_DEVELOPMENT",5.12151346876107e-07,0.000531832591491774,0.659444398037935,0.374661387808286,1.6622362314721,520,"BP"
"CATALYTIC_COMPLEX",2.10372609278156e-06,0.00100978852453515,0.627256739718528,-0.349072520085688,-1.56998622928693,573,"CC"
"TRANSFERASE_COMPLEX",3.23605501949695e-06,0.00103553760623902,0.627256739718528,-0.411144607772391,-1.74423000210465,302,"CC"
"NEURON_PROJECTION",4.69482985679934e-06,0.00112675916563184,0.610526878385931,0.367502188006827,1.61921219049877,485,"CC"
"AXONEME_ASSEMBLY",1.41773464487711e-06,0.00128818914170147,0.643551836150722,0.657000811641627,2.17890364350662,55,"BP"
"INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX",8.82235485295436e-06,0.00169389213176724,0.593325476396405,-0.402892451163986,-1.70433520903637,287,"CC"
"CILIUM_MOVEMENT",2.15375249930119e-06,0.0017395141019356,0.627256739718528,0.577819826238596,2.08267268917702,88,"BP"
"CELL_PROJECTION_ORGANIZATION",3.11691187687758e-06,0.00205971203936574,0.627256739718528,0.355045147265532,1.59470160478074,628,"BP"
"DNA_REPAIR",3.0368074705258e-06,0.00205971203936574,0.627256739718528,-0.496497116760522,-1.96397676615484,157,"BP"
"CILIUM_ORGANIZATION",4.32729344112049e-06,0.00262125800195873,0.610526878385931,0.446176272319658,1.80058396820241,219,"BP"
"SOMATODENDRITIC_COMPARTMENT",3.21386477789734e-05,0.00514218364463574,0.557332238758646,0.389273576631381,1.65012545300462,310,"CC"
"REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT",1.08703359843002e-05,0.00564403373356275,0.593325476396405,0.390943431630603,1.6562934537418,330,"BP"
"SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS",1.06084449690976e-05,0.00564403373356275,0.593325476396405,0.745649481414156,2.13734731434039,28,"BP"
"CILIARY_MEMBRANE",6.01956100849312e-05,0.00642086507572599,0.557332238758646,0.693061994293314,1.98600296696936,29,"CC"
"INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE",5.66668253127065e-05,0.00642086507572599,0.557332238758646,0.363322640529009,1.57709524592972,388,"CC"
"PLASMA_MEMBRANE_REGION",4.69941459472488e-05,0.00642086507572599,0.557332238758646,0.370016668185017,1.59890177445369,382,"CC"
"NUCLEAR_PROTEIN_CONTAINING_COMPLEX",9.38528450353242e-05,0.00900987312339113,0.538434096309916,-0.346210382574406,-1.53503185775702,423,"CC"
"CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",2.03199596156209e-05,0.0098470524297299,0.575610261071129,-0.408179853476494,-1.73667274417201,264,"BP"
"MICROTUBULE_BUNDLE_FORMATION",2.32715299827283e-05,0.0105725469652783,0.575610261071129,0.605879848773607,2.07056552947834,66,"BP"
"CATION_TRANSPORT",2.79532476147901e-05,0.0112884531617727,0.575610261071129,0.379557143854504,1.61291337123569,355,"BP"
"NCRNA_METABOLIC_PROCESS",2.64278272287551e-05,0.0112884531617727,0.575610261071129,-0.464377849722337,-1.83692367343901,157,"BP"
"NEUROFILAMENT",0.000133752154106568,0.0116729152674823,0.518848077743792,0.948652743154193,1.79614585074047,5,"CC"
"BIOLOGICAL_ADHESION",3.61716858298059e-05,0.013146599214843,0.557332238758646,0.367301232231763,1.5857307964707,403,"BP"
"ION_HOMEOSTASIS",3.5202163180532e-05,0.013146599214843,0.557332238758646,0.432124002733372,1.73340552787969,208,"BP"
"METAL_ION_HOMEOSTASIS",4.16707493314964e-05,0.014424032232888,0.557332238758646,0.455551921401086,1.78763199588886,173,"BP"
"G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",5.17937099074232e-05,0.0171131126053209,0.557332238758646,0.44316833293753,1.73890007230098,174,"BP"
"CELLULAR_ION_HOMEOSTASIS",6.39855434229972e-05,0.0194548097773919,0.538434096309916,0.448207241893187,1.75881072772806,173,"BP"
"RENAL_SYSTEM_PROCESS",6.51309426307785e-05,0.0194548097773919,0.538434096309916,0.681476522625386,2.01503845395326,33,"BP"
"SENSORY_PERCEPTION_OF_SMELL",6.69102000873294e-05,0.0194548097773919,0.538434096309916,0.787429626401863,2.14168479572536,19,"BP"
"CELL_PROJECTION_MEMBRANE",0.000305932377877777,0.0217720776951111,0.49849310876659,0.481895614795111,1.77954553231808,114,"CC"
"DENDRITIC_TREE",0.000314981901093065,0.0217720776951111,0.49849310876659,0.389980881115631,1.60084419310157,226,"CC"
"ENDOPLASMIC_RETICULUM",0.000317509466387037,0.0217720776951111,0.49849310876659,0.310317215348391,1.39205157956263,703,"CC"
"CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",8.94305897366558e-05,0.0240767021035463,0.538434096309916,0.587075787018741,1.98773098960674,62,"BP"
"PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX",8.61957933712529e-05,0.0240767021035463,0.538434096309916,0.960089327841933,1.88365923899942,5,"BP"
"RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR",9.56420406444859e-05,0.0248293569087417,0.538434096309916,0.930631452139877,1.97923462166715,7,"BP"
"GAP_JUNCTION",0.000422850009746168,0.0253710005847701,0.49849310876659,0.95995800839832,1.71787877152509,4,"CC"
"NUCLEAR_BODY",0.000421837448884896,0.0253710005847701,0.49849310876659,-0.369219726452728,-1.56586741281474,281,"CC"
"CELLULAR_HOMEOSTASIS",0.000101914033124851,0.0255452795442947,0.538434096309916,0.401359034592942,1.64613480104915,257,"BP"
"AXON",0.000459463437669038,0.025946170597781,0.49849310876659,0.38094987647732,1.57343572527277,249,"CC"
"MOTILE_CILIUM",0.000493949437756567,0.0263439700136836,0.477270815362862,0.472183132860973,1.74269506765425,108,"CC"
"PROTEIN_ACETYLTRANSFERASE_COMPLEX",0.000547572341229097,0.0276668130305228,0.477270815362862,-0.636303627755163,-1.97694929683157,36,"CC"
"RNA_PROCESSING",0.000121940620835775,0.0295462124285082,0.538434096309916,-0.367711967871989,-1.60690731974986,334,"BP"
"BEHAVIOR",0.000152565675761586,0.0308055526975268,0.518848077743792,0.4292083944741,1.69328950952491,177,"BP"
"DNA_METABOLIC_PROCESS",0.000149667314948562,0.0308055526975268,0.518848077743792,-0.390907842263516,-1.66443004301669,263,"BP"
"ETHANOL_METABOLIC_PROCESS",0.000150808966701274,0.0308055526975268,0.518848077743792,0.954296380344394,1.87229369335868,5,"BP"
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",0.000131566935360681,0.0308055526975268,0.518848077743792,0.393089539544217,1.62594998879107,268,"BP"
"NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.00015228573874184,0.0308055526975268,0.518848077743792,0.384493529600162,1.58666956929715,272,"BP"
"REPRODUCTION",0.000150625583722132,0.0308055526975268,0.518848077743792,0.357755020694271,1.53129809001381,383,"BP"
"TAXIS",0.00015995137033157,0.03142395975514,0.518848077743792,0.447711680884523,1.73109305998514,156,"BP"
"CALCIUM_ION_BINDING",1.98866898428471e-05,0.0320573440266696,0.575610261071129,0.444001757242734,1.75932951024827,191,"MF"
"ANTERIOR_COMMISSURE_MORPHOGENESIS",0.000180827246536345,0.0337034167967356,0.518848077743792,0.988252945302373,1.69219760469038,3,"BP"
"REGULATION_OF_CHEMOTAXIS",0.000176301041564542,0.0337034167967356,0.518848077743792,0.596137861799049,2.0003145752451,58,"BP"
"UROGENITAL_SYSTEM_DEVELOPMENT",0.000192273690254777,0.0349409363615493,0.518848077743792,0.489866603200578,1.79750091832653,106,"BP"
"EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE",0.000741669795178838,0.0356001501685842,0.477270815362862,0.560670834881269,1.78699066961288,50,"CC"
"CHLORIDE_CHANNEL_INHIBITOR_ACTIVITY",9.57529119317888e-05,0.0385778360683713,0.538434096309916,-0.988938058005103,-1.63848490495861,3,"MF"
"PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.000119029435650808,0.0385778360683713,0.538434096309916,0.463350112718316,1.74752583930619,126,"MF"
"POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY",0.000119658300460209,0.0385778360683713,0.538434096309916,0.89046122781686,1.93795186798989,8,"MF"
"SIGNALING_RECEPTOR_BINDING",6.38653936859765e-05,0.0385778360683713,0.538434096309916,0.365413932229853,1.56808277466413,361,"MF"
"CELL_BODY",0.000979200143566091,0.0401465321629874,0.45505986738723,0.384245685724993,1.55821313222144,212,"CC"
"CYTOPLASMIC_EXOSOME_RNASE_COMPLEX",0.00106989783595567,0.0401465321629874,0.45505986738723,-0.945014407562947,-1.68179834723614,4,"CC"
"EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE",0.000967355572448009,0.0401465321629874,0.477270815362862,0.647409431770917,1.8446321157361,28,"CC"
"PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE",0.00112912121708402,0.0401465321629874,0.45505986738723,0.948149194413581,1.69674648169179,4,"CC"
"RIBONUCLEOPROTEIN_COMPLEX",0.00109485123903569,0.0401465321629874,0.45505986738723,-0.35692878554089,-1.51064613590339,285,"CC"
"SITE_OF_DNA_DAMAGE",0.00108367547269134,0.0401465321629874,0.45505986738723,-0.58958977345159,-1.83846489128182,37,"CC"
"SYNAPSE",0.000967128918608296,0.0401465321629874,0.477270815362862,0.326354795376065,1.43828211888139,481,"CC"
"POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.000229391162205659,0.0406693745871448,0.518848077743792,0.348080562691269,1.4925338436362,393,"BP"
"NCRNA_PROCESSING",0.000239922932302917,0.0415238046407121,0.518848077743792,-0.471239616510152,-1.79344734029214,117,"BP"
"FOREBRAIN_DEVELOPMENT",0.000250980427628282,0.0419905458104179,0.49849310876659,0.483935171058233,1.8030206805491,117,"BP"
"REGULATION_OF_CELL_DIFFERENTIATION",0.000254173065849276,0.0419905458104179,0.49849310876659,0.341490413896915,1.48909974713658,457,"BP"
"SPERM_MOTILITY",0.000260477350193084,0.0420757746345228,0.49849310876659,0.613554343148102,1.9836294689392,47,"BP"
"PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",0.000267756628456535,0.0423113680924033,0.49849310876659,-0.350834428546346,-1.53404152236173,340,"BP"
"CELL_SURFACE",0.00127945756167912,0.0438671164004271,0.45505986738723,0.395839958127621,1.59551449346466,194,"CC"
"CELL_CELL_SIGNALING",0.000291118925861747,0.0449430986120702,0.49849310876659,0.341706116625778,1.4967165217031,464,"BP"
"CELL_MIGRATION",0.000315325083122243,0.0449430986120702,0.49849310876659,0.345450918110053,1.49119044786535,411,"BP"
"COGNITION",0.000302755192899111,0.0449430986120702,0.49849310876659,0.488070534739332,1.77374592635515,97,"BP"
"EPITHELIUM_DEVELOPMENT",0.000310035106608403,0.0449430986120702,0.49849310876659,0.370056954992475,1.55942181208612,311,"BP"
"METAL_ION_TRANSPORT",0.000314403952650692,0.0449430986120702,0.49849310876659,0.393456731549656,1.6103751199385,251,"BP"
"DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION",0.000322114396476263,0.0450278759228068,0.49849310876659,0.393017113278705,1.61469709539588,260,"BP"
"RESPONSE_TO_NITROGEN_COMPOUND",0.000333755260376108,0.0454586663251427,0.49849310876659,0.3605572492498,1.53680837739571,364,"BP"
"RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND",0.000337703670595365,0.0454586663251427,0.49849310876659,0.385174204077488,1.59061099097441,269,"BP"
"MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX",0.00141268500052414,0.0467647448449371,0.45505986738723,0.914912913156085,1.73226403930514,5,"CC"
"REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.000363735526337721,0.0480726098354345,0.49849310876659,0.594026269198049,1.95649968736497,50,"BP"
